comune,pro_com_t,lat,long,den_prov,sigla,den_reg,cod_reg,cap,cf,pec,mail,sito_web,wikipedia,stemma
Monte Vidon Combatte,109025,43.050066,13.631002,Fermo,FM,Marche,11,63847,81000850446,comune.montevidoncombatte@emarche.it,protocollo@comune.montevidoncombatte.fm.it,http://comune.montevidoncombatte.fm.it,https://it.wikipedia.org/wiki/Monte_Vidon_Combatte,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109025.jpg
Monte Vidon Corrado,109026,43.120653,13.487582,Fermo,FM,Marche,11,63836,81001330448,certificata@pec.comune.montevidoncorrado.fm.it,info@comune.montevidoncorrado.fm.it,http://comune.montevidoncorrado.fm.it,https://it.wikipedia.org/wiki/Monte_Vidon_Corrado,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109026.gif
Montottone,109027,43.062052,13.590085,Fermo,FM,Marche,11,63843,81001050442,comune@pec.montottone.eu,sindaco@montottone.eu,http://montottone.eu,https://it.wikipedia.org/wiki/Montottone,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109027.gif
Moresco,109028,43.085554,13.730988,Fermo,FM,Marche,11,63826,356970442,moresco@pec.it,moresco@ucvaldaso.it,http://comune.moresco.fm.it,https://it.wikipedia.org/wiki/Moresco,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109028.gif
Ortezzano,109029,43.030052,13.605986,Fermo,FM,Marche,11,63851,390830446,comune.ortezzano@emarche.it,protocollo@comune.ortezzano.fm.it,http://comune.ortezzano.fm.it,https://it.wikipedia.org/wiki/Ortezzano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109029.gif
Pedaso,109030,43.099164,13.840777,Fermo,FM,Marche,11,63827,81001950443,protocollo@pec.comunedipedaso.it,urp@comunedipedaso.it,http://comunedipedaso.it,https://it.wikipedia.org/wiki/Pedaso,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109030.gif
Petritoli,109031,43.067741,13.659214,Fermo,FM,Marche,11,63848,385810445,comune.petritoli.sindaco@emarche.it,protocollo@petritoli.net,http://comune.petritoli.fm.it,https://it.wikipedia.org/wiki/Petritoli,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109031.jpg
Ponzano di Fermo,109032,43.101077,13.656781,Fermo,FM,Marche,11,63845,81001890441,comune@pec.ponzanodifermo.org,,http://ponzanodifermo.org,https://it.wikipedia.org/wiki/Ponzano_di_Fermo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109032.gif
Porto San Giorgio,109033,43.182656,13.793386,Fermo,FM,Marche,11,63822,81001530443,protocollo@pec-comune.portosangiorgio.fm.it,,http://comune.portosangiorgio.fm.it,https://it.wikipedia.org/wiki/Porto_San_Giorgio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109033.gif
Porto Sant'Elpidio,109034,43.258962,13.756983,Fermo,FM,Marche,11,63821,81003650447,pseprotocollo@postecert.elpinet.it,portosantelpidio@elpinet.it,http://elpinet.it,https://it.wikipedia.org/wiki/Porto_Sant'Elpidio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109034.jpg
Rapagnano,109035,43.161253,13.592905,Fermo,FM,Marche,11,63831,358210441,comune.rapagnano@pec.it,segreteria@comune.rapagnnao.fm.it,http://comune.rapagnano.fm.it,https://it.wikipedia.org/wiki/Rapagnano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109035.gif
Santa Vittoria in Matenano,109036,43.019379,13.496035,Fermo,FM,Marche,11,63854,330500448,comunesvittoria@pec.it,comunesvm@libero.it,http://svittoria.it,https://it.wikipedia.org/wiki/Santa_Vittoria_in_Matenano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109036.gif
Sant'Elpidio a Mare,109037,43.23474,13.687852,Fermo,FM,Marche,11,63811,81001350446,protocollo@pec.santelpidioamare.it,protocollo@santelpidioamare.it,http://santelpidioamare.it,https://it.wikipedia.org/wiki/Sant'Elpidio_a_Mare,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109037.gif
Servigliano,109038,43.081621,13.493764,Fermo,FM,Marche,11,63839,81002090447,comune@pec.comune.servigliano.fm.it,segr.com.servigliano@provincia.fm.it,http://comune.servigliano.fm.it/,https://it.wikipedia.org/wiki/Servigliano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109038.gif
Smerillo,109039,43.00515,13.444982,Fermo,FM,Marche,11,63856,80000970444,comune.smerillo@emarche.it,protocollo@comune.smerillo.fm.it,http://comune.smerillo.fm.it,https://it.wikipedia.org/wiki/Smerillo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109039.gif
Torre San Patrizio,109040,43.182855,13.612784,Fermo,FM,Marche,11,63814,377160445,comune.torresanpatrizio@postcert.it,info@comune.torresanpatrizio.fm.it,http://comune.torresanpatrizio.fm.it,https://it.wikipedia.org/wiki/Torre_San_Patrizio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109040.gif
Acquapendente,056001,42.743996,11.864988,Viterbo,VT,Lazio,12,1021,80450562,comuneacquapendente@legalmail.it,,http://comuneacquapendente.it,https://it.wikipedia.org/wiki/Acquapendente,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056001.jpg
Arlena di Castro,056002,42.462824,11.820655,Viterbo,VT,Lazio,12,1010,224490565,amministrazione@pec.comune.arlenadicastro.vt.it,comune.arlena@virgilio.it,http://arlenadicastro.mycity.it/,https://it.wikipedia.org/wiki/Arlena_di_Castro,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056002.jpg
Bagnoregio,056003,42.62698,12.090872,Viterbo,VT,Lazio,12,1022,94410560,comune.bagnoregio.vt@legalmail.it,affarigenerali@comunebagnoregio.it,http://comune.bagnoregio.vt.it,https://it.wikipedia.org/wiki/Bagnoregio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056003.jpg
Barbarano Romano,056004,42.249834,12.067374,Viterbo,VT,Lazio,12,1010,80009990567,comune.barbaranoromano@pec.it,comune@comunebarbaranoromano.it,http://comunebarbaranoromano.it,https://it.wikipedia.org/wiki/Barbarano_Romano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056004.jpg
Bassano Romano,056005,42.218392,12.193006,Viterbo,VT,Lazio,12,1030,80004430569,bassanoromano@legalmail.it,ragioneria@comune.bassanoromano.vt.it,http://comune.bassanoromano.vt.it,https://it.wikipedia.org/wiki/Bassano_Romano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056005.jpg
Bassano in Teverina,056006,42.466074,12.313034,Viterbo,VT,Lazio,12,1030,80004730562,uffici@pec.comune.bassanointeverina.vt.it,uffici@comune.bassanointeverina.vt.it,http://comune.bassanointeverina.vt.it,https://it.wikipedia.org/wiki/Bassano_in_Teverina,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056006.jpg
Blera,056007,42.272522,12.031662,Viterbo,VT,Lazio,12,1010,80004210565,uffici@pec.comuneblera.gov.it,responsabileamministrazione@comuneblera.gov.it,http://comuneblera.gov.it,https://it.wikipedia.org/wiki/Blera,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056007.jpg
Bolsena,056008,42.644107,11.984955,Viterbo,VT,Lazio,12,1023,119080562,postacertificata@pec.comune.bolsena.vt.it,,http://comune.bolsena.vt.it,https://it.wikipedia.org/wiki/Bolsena,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056008.jpg
Bomarzo,056009,42.481928,12.248764,Viterbo,VT,Lazio,12,1020,80005530565,comunebomarzo@pec.it,amministrativo@comunebomarzo.it,http://comune.bomarzo.vt.it,https://it.wikipedia.org/wiki/Bomarzo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056009.jpg
Calcata,056010,42.219726,12.425942,Viterbo,VT,Lazio,12,1030,236190567,protocollo@pec.comunecalcata.it,amministrazione@comunecalcata.it,http://comune.buttiglieraalta.to.it,https://it.wikipedia.org/wiki/Calcata,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056010.jpg
Canepina,056011,42.380961,12.233652,Viterbo,VT,Lazio,12,1030,219620564,comunedicanepina@legalmail.it,comunedicanepina@libero.it,http://comune.canepina.vt.it,https://it.wikipedia.org/wiki/Canepina,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056011.jpg
Canino,056012,42.463963,11.749509,Viterbo,VT,Lazio,12,1011,156710568,comune.canino.vt@legalmail.it,sindaco@comune.canino.vt.it,http://comune.canino.vt.it,https://it.wikipedia.org/wiki/Canino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056012.jpg
Capodimonte,056013,42.546527,11.904755,Viterbo,VT,Lazio,12,1010,215240565,comunecapodimonte@itpec.it,ragioneria@comune.capodimonte.vt.it,http://comune.capodimonte.vt.it/,https://it.wikipedia.org/wiki/Capodimonte,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056013.jpg
Capranica,056014,42.256492,12.177611,Viterbo,VT,Lazio,12,1012,217340561,comunedicapranica@legalmail.it,info@comune.capranica.vt.it,http://comune.capranica.vt.it,https://it.wikipedia.org/wiki/Capranica,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056014.jpg
Caprarola,056015,42.326625,12.235766,Viterbo,VT,Lazio,12,1032,80003670561,comune.caprarola@anutel.it,settore1@comune.caprarola.vt.it,http://comune.caprarola.vt.it,https://it.wikipedia.org/wiki/Caprarola,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056015.jpg
Carbognano,056016,42.331625,12.264366,Viterbo,VT,Lazio,12,1030,219280567,comune.carbognano@pec.it,,http://comune.carbognano.vt.it,https://it.wikipedia.org/wiki/Carbognano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056016.jpg
Castel Sant'Elia,056017,42.251776,12.371796,Viterbo,VT,Lazio,12,1030,218530566,segreteria@pec.comunecastelsantelia.it,ragioneria@comunecastelsantelia.it,http://comune.castelsantelia.vt.it,https://it.wikipedia.org/wiki/Castel_Sant'Elia,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056017.jpg
Castiglione in Teverina,056018,42.644972,12.203898,Viterbo,VT,Lazio,12,1024,80004250561,protocollo@pec.comune.castiglioneinteverina.vt.it,segreteria@teverina.it,http://castiglione.teverina.it,https://it.wikipedia.org/wiki/Castiglione_in_Teverina,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056018.jpg
Celleno,056019,42.559768,12.125758,Viterbo,VT,Lazio,12,1020,170500565,comune.celleno@pec.it,,http://comune.celleno.vt.it,https://it.wikipedia.org/wiki/Celleno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056019.jpg
Cellere,056020,42.510425,11.771653,Viterbo,VT,Lazio,12,1010,219310562,comunedicellere@postecert.it,cellere@comune.cellere.vt.it,http://comune.cellere.vt.it,https://it.wikipedia.org/wiki/Cellere,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056020.jpg
Civita Castellana,056021,42.295226,12.40917,Viterbo,VT,Lazio,12,1033,65540569,comune.civitacastellana@legalmail.it,datacenter@comune.civitacastellana.vt.it,http://comune.civitacastellana.vt.it,https://it.wikipedia.org/wiki/Civita_Castellana,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056021.jpg
Civitella d'Agliano,056022,42.605362,12.187658,Viterbo,VT,Lazio,12,1020,80003610567,comune.civitella.vt@legalmail.it,affarigenerali@comune.civitelladagliano.vt.it,http://comune.civitelladagliano.vt.it,https://it.wikipedia.org/wiki/Civitella_d'Agliano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056022.jpg
Corchiano,056023,42.344926,12.355668,Viterbo,VT,Lazio,12,1030,171190564,comunedicorchiano@legalmail.it,,http://comune.corchiano.vt.it,https://it.wikipedia.org/wiki/Corchiano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056023.jpg
Fabrica di Roma,056024,42.335126,12.299767,Viterbo,VT,Lazio,12,1034,222350563,comunedifabricadiroma@legalmail.it,ragioneriafabrica@libero.it,http://comune.fabrica di roma.vt.it,https://it.wikipedia.org/wiki/Fabrica_di_Roma,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056024.jpg
Faleria,056025,42.226179,12.443181,Viterbo,VT,Lazio,12,1030,236180568,protocollo@pec.comunedifaleria.it,,http://comune.faleria.vt.it,https://it.wikipedia.org/wiki/Faleria,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056025.jpg
Farnese,056026,42.549426,11.725652,Viterbo,VT,Lazio,12,1010,80004110567,comunedifarnese@legalmail.it,protocollo@comune.farnese.vt.it,http://comune.farnese.vt.it,https://it.wikipedia.org/wiki/Farnese,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056026.jpg
Gallese,056027,42.373287,12.402804,Viterbo,VT,Lazio,12,1035,80002510560,comunedigallese@legalmail.it,alessia.minella@comune.gallese.vt.it,http://comune.gallese.vt.it,https://it.wikipedia.org/wiki/Gallese,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056027.jpg
Gradoli,056028,42.643692,11.854888,Viterbo,VT,Lazio,12,1010,212140560,comunedigradoli@legalmail.it,ragioneriagradoli@virgilio.it,http://comune.gradoli.vt.it,https://it.wikipedia.org/wiki/Gradoli,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056028.png
Graffignano,056029,42.574812,12.204398,Viterbo,VT,Lazio,12,1020,187570569,comunedigraffignano@pec.it,,http://comune.graffignano.vt.it,https://it.wikipedia.org/wiki/Graffignano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056029.jpeg
Grotte di Castro,056030,42.674529,11.872253,Viterbo,VT,Lazio,12,1025,80012170561,comunegrottedicastro@legalmail.it,abrinchi@comune.grottedicastro.vt.it,http://facebook.com/ComunediGrottediCastro,https://it.wikipedia.org/wiki/Grotte_di_Castro,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056030.gif
Ischia di Castro,056031,42.544655,11.754014,Viterbo,VT,Lazio,12,1010,188400568,protocollo@pec.comune.ischiadicastro.vt.it,segreteria@comune.ischiadicastro.vt.it,http://comune.ischiadicastro.it,https://it.wikipedia.org/wiki/Ischia_di_Castro,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056031.gif
Latera,056032,42.629028,11.827453,Viterbo,VT,Lazio,12,1010,212130561,comune.latera.vt@legalmail.it,anagrafe@comune.latera.vt.it,http://comune.latera.vt.it,https://it.wikipedia.org/wiki/Latera,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056032.jpg
Lubriano,056033,42.636231,12.108759,Viterbo,VT,Lazio,12,1020,80003190560,comunelubriano@legalmail.it,,http://comune.lubriano.vt.it,https://it.wikipedia.org/wiki/Lubriano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056033.gif
Marta,056034,42.533911,11.924912,Viterbo,VT,Lazio,12,1010,215230566,comunemartavt@pec.it,segreteria@comune.marta.vt.it,http://comune.marta.vt.it,https://it.wikipedia.org/wiki/Marta,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056034.gif
Montalto di Castro,056035,42.35346,11.606312,Viterbo,VT,Lazio,12,1014,80009830565,comune.montaltodicastro.vt@legalmail.it,protocollo@comune.montaltodicastro.vt.it,http://comune.montaltodicastro.vt.it,https://it.wikipedia.org/wiki/Montalto_di_Castro,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056035.gif
Montefiascone,056036,42.537925,12.030997,Viterbo,VT,Lazio,12,1027,88870563,protocollo@pec.comune.montefiascone.vt.it,ced@comune.montefiascone.vt.it,http://comune.montefiascone.vt.it,https://it.wikipedia.org/wiki/Montefiascone,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056036.gif
Monte Romano,056037,42.266521,11.893759,Viterbo,VT,Lazio,12,1010,187760566,segreteria@pec.comune.monteromano.vt.it,,http://comune.monteromano.vt.it,https://it.wikipedia.org/wiki/Monte_Romano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056037.gif
Monterosi,056038,42.195823,12.308469,Viterbo,VT,Lazio,12,1030,80005310562,comunedimonterosi@pec.it,ced@comune.monterosi.vt.it,http://comune.monterosi.vt.it,https://it.wikipedia.org/wiki/Monterosi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056038.jpg
Nepi,056039,42.242824,12.34557,Viterbo,VT,Lazio,12,1036,88940564,comune.nepi.vt@legalmailpa.it,,http://comune.nepi.vt.it,https://it.wikipedia.org/wiki/Nepi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056039.gif
Onano,056040,42.692856,11.8164,Viterbo,VT,Lazio,12,1010,80016590566,comuneonano@pec.it,segreteria@comune.onano.vt.it,http://comune.onano.vt.it,https://it.wikipedia.org/wiki/Onano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056040.gif
Oriolo Romano,056041,42.159303,12.138349,Viterbo,VT,Lazio,12,1010,80004850568,comuneorioloromano@postemailcertificata.it,postmaster@comuneorioloromano.vt.it,http://comune.orioloromano.vt.it,https://it.wikipedia.org/wiki/Oriolo_Romano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056041.gif
Orte,056042,42.460598,12.385606,Viterbo,VT,Lazio,12,1028,88570569,comuneorte@pec.it,,http://comune.orte.vt.it/hh/index.php,https://it.wikipedia.org/wiki/Orte,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056042.gif
Piansano,056043,42.517932,11.828273,Viterbo,VT,Lazio,12,1010,80004570562,comunepiansano@legalmail.it,ragioneria@piansano.org,http://comune.piansano.vt.it,https://it.wikipedia.org/wiki/Piansano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056043.jpg
Proceno,056044,42.75716,11.830261,Viterbo,VT,Lazio,12,1020,222070567,postacertificata@pec.comunediproceno.vt.it,info@comunediproceno.vt.it,http://comune.proceno.vt.it,https://it.wikipedia.org/wiki/Proceno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/056044.gif
